spec_no,mz,peak
54,90.94844818,1
54,91.96694183,0
54,93.07060242,1
54,95.05006409,1
54,95.08628082,0
54,97.00821686,1
54,97.06497192,0
54,99.01158142,1
54,100.1886597,1
54,101.0607452,0
54,102.9488831,1
54,106.980835,0
54,106.9925461,1
54,107.9506302,0
54,109.0321579,0
54,109.040741,0
54,109.1020355,1
54,110.0319366,0
54,111.081192,1
54,113.9644318,0
54,116.9642868,1
54,117.9716949,0
54,118.9435349,0
54,119.0522919,1
54,119.0860672,0
54,121.0653687,1
54,121.1017227,0
54,123.0235977,1
54,123.0813599,0
54,123.117363,1
54,124.9315186,1
54,125.0034027,0
54,128.9513397,0
54,129.9719238,1
54,130.967804,0
54,130.9790039,1
54,131.9514771,1
54,133.0081635,0
54,133.1013947,0
54,134.9749908,1
54,135.0809021,0
54,135.9459229,1
54,136.9912415,1
54,137.0394745,0
54,137.0631561,0
54,137.0962677,0
54,138.9700165,1
54,139.0777283,0
54,142.9969025,0
54,145.9664154,1
54,147.0238647,1
54,148.9771729,0
54,149.0033264,1
54,149.0238953,0
54,149.9615021,0
54,151.0188904,0
54,151.0765839,0
54,153.0918274,0
54,153.9808807,0
54,157.9666748,0
54,159.9455872,1
54,161.0971222,0
54,163.0758057,0
54,164.9971466,0
54,165.0341339,0
54,165.0915375,0
54,175.0263062,0
54,175.0558777,0
54,175.1481934,1
54,175.9612579,1
54,175.9772034,0
54,177.0552216,1
54,177.0709839,0
54,177.9573669,1
54,178.1237946,1
54,179.0496063,0
54,179.9841461,1
54,180.9816589,0
54,181.0116272,1
54,182.9909515,1
54,193.0296631,1
54,193.0656586,1
54,193.1264801,0
54,193.1586914,1
54,193.9875031,1
54,194.12854,1
54,194.1627655,1
54,195.0804443,1
54,198.9308319,0
54,198.9776154,0
54,199.9962311,1
54,203.1802216,0
54,203.9356689,0
54,203.9719849,1
54,206.1624908,1
54,214.6017151,1
54,220.9551544,0
54,221.0439606,1
54,221.0770416,1
54,221.0970154,1
54,221.1181335,1
54,221.1548462,1
54,221.1894989,0
54,221.9243469,0
54,221.9476624,1
54,222.1134186,0
54,222.1559448,1
54,222.9614563,0
54,225.0441895,0
54,239.0954895,1
54,240.0965424,0
54,261.0285034,1
54,430.7926941,0
55,51.56511688,0
55,55.93508148,1
55,57.03439713,0
55,57.07070923,1
55,67.05476379,0
55,69.07048798,1
55,71.04978943,1
55,71.08616638,1
55,72.08963776,1
55,72.93787384,1
55,75.04440308,0
55,75.32398987,1
55,80.72356415,1
55,81.07046509,0
55,83.04976654,0
55,83.08628845,1
55,85.10164642,0
55,88.96902466,1
55,89.06023407,1
55,90.94813538,0
55,91.05482483,0
55,93.07019806,1
55,94.04203796,1
55,95.04963684,0
55,95.08605194,0
55,97.06549072,1
55,97.10152435,0
55,99.00817108,0
55,99.04485321,0
55,101.0604324,0
55,103.0755997,1
55,105.9354172,0
55,106.0655823,0
55,107.0857468,0
55,107.9509125,0
55,109.0649567,1
55,109.1017456,0
55,111.0444412,0
55,113.060463,0
55,113.9644623,0
55,114.9719009,0
55,115.0758896,1
55,117.0185089,1
55,123.0806732,1
55,127.0758209,0
55,128.9511108,1
55,131.9746246,0
55,132.0447235,1
55,133.0082855,1
55,133.1016541,1
55,133.7539215,0
55,135.0233459,1
55,135.1177368,1
55,135.9458618,0
55,140.9878235,1
55,145.966217,0
55,146.9616699,0
55,147.0235138,0
55,150.0549774,0
55,151.0184479,1
55,151.0752106,0
55,152.3668976,0
55,153.091568,1
55,153.9561615,0
55,155.9748535,1
55,158.9617767,1
55,161.9615784,1
55,163.9398346,0
55,165.0347443,1
55,165.9631195,1
55,171.9826508,0
55,173.0391998,1
55,173.9732513,1
55,176.9724426,0
55,177.0913696,0
55,189.0350037,0
55,189.9573669,1
55,189.9924011,1
55,191.0500641,0
55,192.947113,0
55,193.9330139,1
55,195.1011658,0
55,195.1391754,0
55,196.9466705,0
55,201.9935913,1
55,203.0501251,1
55,206.9167633,0
55,206.9295197,1
55,207.0075989,1
55,207.0809631,0
55,207.919281,1
55,207.9664764,1
55,209.0603027,0
55,211.9252319,1
55,211.9451599,0
55,213.0336914,1
55,213.1130219,1
55,214.9314423,1
55,215.1563568,0
55,215.1766663,0
55,220.8849945,0
55,224.9279175,0
55,229.1604919,1
55,229.9443207,1
55,229.9880981,0
55,230.1631165,0
55,230.992981,1
55,231.0813141,0
55,231.1736298,0
55,254.0612946,1
55,434.8210754,1
56,50.23258209,0
56,50.66511536,0
56,54.79756546,1
56,55.05494308,0
56,55.42358017,0
56,55.90813828,0
56,55.93512344,1
56,57.07071686,1
56,63.75310898,0
56,65.16806793,0
56,68.43700409,1
56,69.07062531,1
56,71.04969025,1
56,71.08614349,1
56,72.09235382,1
56,72.93782043,1
56,77.03910828,0
56,79.02136993,0
56,81.03392792,1
56,81.07034302,1
56,83.05027008,0
56,83.08631134,1
56,83.93013,1
56,84.96009064,1
56,85.06538391,1
56,85.10160065,0
56,85.94610596,1
56,89.06040955,0
56,91.05465698,0
56,93.07016754,1
56,95.04932404,0
56,95.08589172,0
56,95.09246063,0
56,97.06541443,1
56,97.10181427,0
56,99.04421997,1
56,99.08060455,1
56,102.9486237,0
56,105.0335388,0
56,106.0373764,0
56,107.0860062,1
56,109.0645599,0
56,109.1014709,0
56,111.0443039,0
56,111.0807343,1
56,111.1172104,0
56,113.0602036,0
56,113.0971909,1
56,114.9486847,1
56,114.972374,0
56,118.9426041,0
56,119.951683,0
56,121.1014099,1
56,123.0799866,0
56,125.0963364,0
56,125.9648361,0
56,125.9864731,1
56,126.972496,0
56,128.9514618,1
56,128.9623108,0
56,131.9514771,0
56,133.0866852,0
56,133.100174,1
56,135.0809631,1
56,135.1171417,0
56,137.059967,0
56,137.0969238,1
56,137.1327972,0
56,139.075592,1
56,139.11203,1
56,141.0010681,0
56,141.9708557,0
56,142.9670258,1
56,146.9618835,1
56,147.0241241,1
56,149.0966034,0
56,149.1327667,1
56,149.9620056,1
56,150.0636444,0
56,151.0757751,0
56,153.0553589,1
56,153.091568,0
56,154.9670715,0
56,156.9585419,0
56,158.0277557,1
56,159.982254,1
56,167.0710754,0
56,167.1072693,1
56,167.9717102,1
56,169.9326324,0
56,169.9665527,0
56,171.9830627,1
56,172.9779816,1
56,173.0048523,1
56,173.0218048,0
56,174.9693298,1
56,175.0013885,0
56,177.0906982,0
56,177.1277161,0
56,177.164032,1
56,183.9124146,0
56,187.9777832,0
56,188.97966,1
56,189.033844,1
56,189.9559631,1
56,189.9930115,0
56,190.9892273,1
56,191.0131378,1
56,191.0493927,0
56,194.9410858,0
56,195.1018677,1
56,195.1227722,0
56,195.1389465,1
56,195.1745453,0
56,197.9213562,1
56,201.9230804,0
56,203.9388275,0
56,205.9894257,0
56,208.004364,0
56,209.0601501,1
56,212.949707,1
56,213.0352478,1
56,213.0547028,1
56,213.073822,1
56,213.1112976,0
56,213.1468353,0
56,213.185379,1
56,213.9229889,1
56,215.4542084,1
56,215.47435,1
56,231.9344482,0
57,55.93526077,0
57,56.56525803,0
57,57.0343895,1
57,57.07068634,0
57,58.17116928,1
57,59.05000687,0
57,62.02260208,1
57,67.05486298,0
57,69.07063293,0
57,70.95860291,1
57,71.04968262,1
57,71.08636475,1
57,71.93002319,0
57,72.93785095,0
57,73.94548035,1
57,74.95342255,1
57,78.99760437,1
57,81.07069397,1
57,81.93442535,0
57,83.08628845,1
57,84.96044922,0
57,85.02851868,1
57,85.06545258,1
57,87.04478455,0
57,88.96897888,0
57,89.94062805,0
57,90.94168854,0
57,90.94824219,1
57,91.05464935,0
57,91.95608521,0
57,93.07053375,0
57,95.08587646,1
57,97.00811768,1
57,97.06468201,1
57,99.04450989,0
57,99.08097076,0
57,101.060173,1
57,102.9480743,0
57,105.033699,0
57,105.9353943,0
57,106.991951,0
57,107.9512482,0
57,109.0654373,0
57,109.1017151,1
57,111.0810547,1
57,113.060318,1
57,113.9639969,0
57,114.9721527,1
57,115.955864,0
57,117.935173,1
57,118.9432373,0
57,119.9755325,1
57,121.1019516,1
57,122.0193481,1
57,123.0234909,1
57,123.0807037,0
57,123.1172104,1
57,123.9456787,1
57,125.0030136,1
57,125.0195389,0
57,125.9616089,0
57,127.075882,1
57,128.9512177,0
57,129.9538574,1
57,130.0073853,1
57,130.9662018,0
57,131.9503021,0
57,133.0082703,1
57,135.1170349,0
57,135.9459839,0
57,136.953598,1
57,137.0392609,0
57,141.0923157,0
57,141.9593658,1
57,141.9705658,1
57,142.9659271,1
57,145.1013336,0
57,145.9302063,0
57,146.9617615,1
57,147.0235443,1
57,148.0184631,0
57,148.975769,1
57,148.9876404,1
57,149.0238342,0
57,149.1326752,1
57,149.961792,0
57,151.0188751,1
57,151.0757599,0
57,153.9566193,0
57,155.1074677,1
57,158.0030823,0
57,158.9616547,0
57,159.0228271,1
57,159.1168213,1
57,159.946167,0
57,159.9702606,1
57,159.9827881,1
57,161.0393677,0
57,161.9975739,0
57,162.0950317,1
57,162.9562073,0
57,162.9701538,0
57,163.0183105,0
57,163.9407196,0
57,164.9429779,1
57,164.9695587,0
57,164.9985046,1
57,165.0196838,1
57,165.0341797,1
57,169.0863495,0
57,170.0894623,0
57,173.1179199,0
57,174.1205597,0
57,175.9767151,0
57,176.9726257,0
57,176.9978485,1
57,177.0342255,1
57,177.9565125,0
57,179.0498657,1
57,179.086731,0
57,181.0116425,0
57,181.0285187,1
57,181.0646973,1
57,181.08255,0
57,181.951355,1
57,182.0126801,1
57,182.9533997,0
57,182.9910583,1
57,185.9293976,0
57,186.9563446,0
57,187.019104,1
57,187.0558929,1
57,187.0770264,0
57,187.0961151,0
57,187.1134796,0
57,187.1322937,1
57,189.9622345,0
57,194.983017,1
57,203.9387817,0
57,203.9720154,0
57,204.1011963,0
57,204.1403503,1
57,204.969223,1
57,205.0294037,1
57,205.0474854,0
57,205.0667267,1
57,205.0865479,1
57,205.1228333,1
57,205.1602936,1
57,205.1954803,1
57,205.9521942,0
57,205.9881744,0
57,207.9728394,1
57,214.4558258,0
57,214.4768372,1
57,223.0417938,1
57,364.972229,1
58,55.05511856,0
58,57.03442383,1
58,57.07066345,0
58,59.05005264,1
58,61.49278259,1
58,69.07072449,1
58,71.04995728,0
58,71.08633423,0
58,75.82549286,1
58,76.25962067,1
58,77.05139923,1
58,81.07104492,1
58,83.08627319,1
58,85.06593323,0
58,85.10189819,1
58,87.0450058,0
58,89.06046295,1
58,89.94061279,0
58,91.05496216,0
58,93.07035828,1
58,95.08628845,1
58,97.06552887,1
58,97.10199738,0
58,99.0453949,1
58,101.0603333,1
58,107.0867081,1
58,107.9519119,0
58,109.101799,1
58,111.1172562,1
58,112.1207428,0
58,121.0080872,1
58,121.1018524,1
58,123.0445938,0
58,126.9728851,0
58,129.1280975,1
58,133.0080261,0
58,133.1012115,0
58,133.5426331,1
58,135.1175385,1
58,137.0385284,1
58,141.0014496,1
58,144.9831085,0
58,146.9625397,0
58,147.1175232,1
58,151.0187378,0
58,159.0658112,0
58,161.133316,0
58,163.018631,0
58,165.0350952,0
58,171.9833679,1
58,175.1488037,0
58,177.0718842,1
58,177.1647491,1
58,179.1079407,0
58,188.0137329,1
58,189.033783,1
58,189.0728455,1
58,191.1804199,1
58,196.9207458,0
58,196.9398041,0
58,206.02388,1
58,206.9299469,1
58,207.0813293,1
58,207.1035919,1
58,208.087204,1
58,211.9259186,1
58,211.9445648,1
58,214.8009644,1
58,214.9312286,0
58,214.9500122,0
58,216.9925385,1
58,217.0125122,1
58,217.0485535,1
58,217.1956635,1
58,217.9525757,0
58,219.0478058,0
58,229.960907,0
58,229.986618,0
58,234.923111,1
58,234.9546661,1
58,235.021759,1
58,235.0757294,0
58,235.1144714,0
58,235.1705322,0
58,235.2070313,0
58,235.2337799,1
58,235.8821716,0
58,235.9616241,1
58,236.0347595,0
58,236.1730957,0
58,236.2093964,1
58,302.0002441,1
58,417.9369202,1
59,55.93531036,1
59,57.07078552,0
59,59.04996872,1
59,60.15197754,0
59,61.8652153,1
59,62.01916504,1
59,71.08633423,1
59,72.93792725,1
59,73.02916718,0
59,73.06549835,0
59,81.07076263,0
59,83.04988098,0
59,87.04496002,0
59,89.06041718,0
59,89.94075012,1
59,90.94845581,0
59,93.0701828,0
59,95.0496521,0
59,95.0863266,1
59,97.06595612,1
59,99.04454803,0
59,101.0604095,1
59,105.0342102,0
59,105.0699692,1
59,106.0659866,1
59,107.0861282,0
59,107.9509048,0
59,109.0652771,0
59,109.1021118,0
59,109.7223892,0
59,111.0447922,1
59,111.0810471,1
59,118.9432678,1
59,119.0286179,0
59,121.0290146,0
59,121.065155,1
59,121.1019821,1
59,123.0236588,1
59,125.9630356,0
59,132.0450134,1
59,133.0078278,1
59,133.0662231,1
59,135.0817108,0
59,135.1171417,0
59,137.0392303,0
59,137.0948944,0
59,137.9643402,1
59,138.9719238,1
59,139.0392761,0
59,139.0762482,0
59,141.9350891,0
59,142.9793701,0
59,147.9826508,0
59,149.0238342,1
59,149.1333618,0
59,150.0274353,1
59,150.0549316,0
59,151.0182343,1
59,153.0912018,0
59,153.9593658,1
59,155.9620514,0
59,155.9752655,1
59,156.9833374,1
59,159.9464264,0
59,161.0128937,1
59,161.997879,1
59,163.019516,1
59,165.0370941,1
59,165.0551453,0
59,166.9950867,0
59,167.0320587,1
59,174.9938049,1
59,177.0552216,0
59,177.0708618,1
59,177.9569702,1
59,178.0589905,1
59,179.0218811,0
59,181.0477142,0
59,182.9025574,0
59,182.9465637,0
59,182.962677,0
59,182.9906158,0
59,183.9249268,1
59,184.9703064,0
59,185.9413605,1
59,195.0810699,1
59,197.9418945,0
59,199.9962463,0
59,200.9729156,0
59,201.9735107,0
59,205.0662079,1
59,205.1582489,1
59,205.1956329,1
59,207.1025848,1
59,211.9201813,1
59,215.3379822,0
59,215.3584747,0
59,222.9622345,1
59,223.0611267,1
59,223.0917664,0
59,223.1140442,1
59,223.1696014,0
59,223.9200897,0
59,224.0704193,0
59,224.0921173,1
59,224.1287994,1
59,224.9255524,0
59,225.0436401,1
59,226.0445862,0
59,240.9711761,1
59,241.9308167,1
59,282.6075745,0
60,55.01868057,1
60,55.05497742,0
60,55.93525314,1
60,57.0342598,1
60,57.07069778,1
60,59.04999542,1
60,61.04059982,0
60,69.07067871,1
60,71.05004883,1
60,71.93009949,1
60,72.9379425,1
60,73.02921295,1
60,73.06562042,1
60,73.94593048,0
60,78.99806976,1
60,79.05469513,1
60,79.21725464,1
60,79.74172211,1
60,81.03456879,1
60,81.07070923,0
60,83.08647919,1
60,84.96030426,1
60,85.06547546,0
60,87.04463959,1
60,89.06059265,1
60,89.94063568,0
60,90.948349,0
60,91.95617676,1
60,93.07057953,1
60,95.08605957,0
60,97.00832367,0
60,97.06543732,0
60,99.08095551,1
60,101.0604553,1
60,105.0707474,0
60,105.9354553,1
60,106.9929123,0
60,107.0866852,0
60,107.9508286,0
60,109.0653763,1
60,109.1015091,1
60,111.0443115,1
60,111.0811844,1
60,111.1175232,1
60,115.0758057,0
60,115.1124802,1
60,116.9641571,0
60,117.0916519,0
60,118.9435654,1
60,119.0857697,0
60,119.9510498,0
60,121.0086136,0
60,121.1020813,0
60,122.9752579,0
60,123.0235748,0
60,123.0811234,1
60,123.117569,0
60,123.9461136,0
60,125.0031967,1
60,125.0195618,0
60,125.9619751,0
60,131.1070404,1
60,131.9510956,0
60,133.0081787,0
60,133.0655518,0
60,133.1022034,1
60,135.0025635,0
60,135.0812683,0
60,135.9463501,0
60,137.0392914,0
60,137.0963135,0
60,139.0187683,0
60,139.0386505,1
60,140.9866943,0
60,143.0301819,0
60,145.9656982,1
60,147.1179352,0
60,149.004303,0
60,149.0602722,1
60,149.1334076,1
60,149.9616852,1
60,150.9819641,0
60,151.0186615,0
60,151.05513,0
60,152.022583,1
60,153.0148773,1
60,153.9562836,1
60,161.0393829,0
60,161.9616547,1
60,163.0181427,1
60,163.0548401,1
60,165.0347443,0
60,167.0300903,0
60,171.982254,0
60,174.9858551,0
60,179.0499878,1
60,179.9730072,1
60,181.0123138,1
60,181.0285797,0
60,181.0660095,0
60,184.9701996,1
60,184.9895172,1
60,185.0432434,1
60,185.9696655,0
60,188.9981079,0
60,189.0347595,0
60,189.0537415,1
60,189.0915527,0
60,189.1287231,1
60,189.1645966,0
60,189.9588318,1
60,189.9927216,0
60,190.1682739,1
60,191.013916,1
60,191.0707092,1
60,191.128067,1
60,191.1460876,0
60,192.9456024,1
60,203.9388123,0
60,207.0087738,1
60,207.0460815,0
60,207.0627747,1
60,207.0816193,1
60,207.1010284,1
60,207.1397858,1
60,207.1747742,1
60,207.1957855,1
60,207.9690247,1
60,208.085556,1
60,208.1784821,1
60,209.0055847,0
60,209.0602417,0
60,209.0967865,1
60,209.1168976,0
60,209.1549225,0
60,209.1906586,0
60,215.8507538,0
60,226.8955383,1
60,226.9562225,0
60,301.9649658,0
62,55.935215,0
62,57.03426743,0
62,57.07070541,0
62,59.0499649,1
62,69.07066345,0
62,71.04997253,0
62,71.08626556,1
62,71.93044281,0
62,72.93781281,1
62,79.05485535,0
62,81.07045746,0
62,83.08644867,1
62,87.04458618,1
62,88.07657623,0
62,89.94064331,1
62,90.94849396,0
62,95.04969788,0
62,95.08634186,0
62,97.00844574,0
62,97.06504059,1
62,97.41202545,1
62,98.92403412,1
62,101.0604095,1
62,107.0861664,1
62,107.9511185,1
62,108.7945786,1
62,109.1016693,1
62,111.1172256,0
62,115.0756912,0
62,118.9431229,1
62,119.0858536,0
62,119.6497421,1
62,121.1012421,0
62,123.0241852,1
62,123.1169281,0
62,125.9613113,1
62,131.9506531,1
62,133.008606,0
62,133.1012421,0
62,135.9457092,0
62,137.0394592,0
62,141.0010986,0
62,143.9883575,1
62,147.0232239,0
62,149.9615631,1
62,151.0185394,0
62,159.0658112,0
62,161.0126648,0
62,161.1329346,1
62,165.0343475,1
62,169.9331512,0
62,171.9828033,0
62,172.9781342,1
62,175.0022888,0
62,175.1487885,0
62,177.1643219,0
62,179.0235901,0
62,179.0521545,0
62,179.107132,1
62,179.9727325,0
62,183.9124756,1
62,188.0136566,0
62,189.0347595,0
62,189.1655121,0
62,189.9932251,1
62,191.0150452,0
62,191.1807251,1
62,194.9672699,0
62,201.9231873,0
62,203.9390259,1
62,206.0243073,1
62,207.0813141,1
62,207.1034393,1
62,208.0850677,1
62,212.9466095,1
62,213.0191498,1
62,213.9233246,0
62,214.6426697,1
62,215.9313812,0
62,217.1955719,1
62,217.9523773,0
62,218.199646,1
62,219.0479279,1
62,220.051651,1
62,225.8882751,1
62,226.7594757,1
62,231.9344635,1
62,235.1131287,1
62,235.1700439,1
62,235.2064362,0
62,235.881073,0
62,235.9613647,0
62,236.0341949,0
62,236.174057,0
62,236.2095642,1
62,236.9401703,1
62,438.8048096,0
63,53.1057663,0
63,55.05513763,0
63,55.93521118,1
63,57.03429031,0
63,57.07074738,1
63,67.05514526,0
63,69.07078552,1
63,71.05001831,0
63,71.08627319,0
63,71.93003845,0
63,72.93786621,1
63,73.94613647,1
63,81.07077789,0
63,83.08624268,0
63,84.34259796,1
63,85.06584167,0
63,85.10181427,0
63,89.06051636,1
63,89.94104004,0
63,90.94850159,1
63,91.05523682,0
63,93.07041931,0
63,95.04963684,1
63,95.08626556,1
63,97.06555939,0
63,99.00854492,1
63,99.04482269,1
63,101.0604935,1
63,102.9493484,0
63,103.0761948,0
63,107.0862885,1
63,109.0659027,1
63,109.1017838,1
63,113.059288,0
63,113.9640732,1
63,115.9653473,0
63,117.0191803,0
63,118.9432831,1
63,119.0868149,0
63,121.1018219,1
63,123.0809097,1
63,126.9560089,1
63,128.9512787,1
63,131.975235,0
63,131.9866333,1
63,132.0447845,1
63,132.9580841,0
63,133.101532,0
63,133.9507904,1
63,135.0238342,0
63,135.1170654,1
63,135.9454346,1
63,139.4802856,1
63,140.1413727,0
63,141.0914764,0
63,141.959198,1
63,146.9615021,1
63,150.0551147,1
63,151.019043,1
63,151.0756836,1
63,151.1125031,1
63,155.9750061,1
63,156.966156,1
63,159.969696,1
63,162.9696045,0
63,163.940979,1
63,164.9434357,0
63,165.9628601,1
63,173.1337891,0
63,173.9734039,0
63,174.9839172,1
63,181.9340057,0
63,181.9512329,0
63,182.9027405,1
63,182.9538116,0
63,184.9704742,1
63,185.9972076,0
63,187.9403229,0
63,187.9593811,0
63,189.0338898,1
63,193.0872803,0
63,195.102417,0
63,195.1384888,1
63,205.9534912,1
63,205.9884186,0
63,206.9182129,1
63,206.9300995,0
63,207.0809326,0
63,213.2999268,1
63,228.233902,1
63,229.006424,0
63,229.0305786,0
63,229.0665131,0
63,229.1033325,1
63,229.161026,0
63,229.2174377,0
63,229.9487457,1
63,229.9910583,1
63,254.0635681,0
64,55.46744537,0
64,57.07062531,0
64,61.97084808,0
64,62.62602997,0
64,69.07065582,1
64,71.08620453,1
64,79.05516815,0
64,81.07057953,1
64,81.79772949,1
64,82.74876404,1
64,83.08618164,1
64,85.10128021,1
64,89.06031799,1
64,95.08626556,0
64,97.06545258,1
64,97.10166931,1
64,107.0856781,0
64,109.1014404,0
64,117.3314362,0
64,121.1018143,1
64,133.0861359,0
64,135.1173706,1
64,194.1299744,0
64,215.6094055,0
64,236.8916168,1
64,278.8086853,1
64,282.2228088,0
65,55.05488205,0
65,55.9325676,1
65,55.935215,1
65,57.0343895,0
65,57.0707283,0
65,59.05029297,0
65,67.05489349,0
65,69.07074738,0
65,70.07396698,0
65,70.95862579,1
65,71.04985046,0
65,71.08615875,0
65,72.93791199,0
65,73.06552124,1
65,74.95347595,1
65,78.99770355,1
65,79.05510712,0
65,81.07052612,1
65,83.04975891,1
65,83.08641815,1
65,83.52288818,0
65,83.93049622,1
65,84.93863678,0
65,84.96043396,0
65,85.02909851,0
65,85.06546783,1
65,85.10173035,1
65,87.94509888,1
65,88.96914673,0
65,89.94047546,1
65,89.9691925,0
65,90.94856262,1
65,91.05479431,1
65,93.07050323,0
65,95.08612823,1
65,97.00164032,0
65,97.00822449,0
65,97.06528473,1
65,97.9695282,0
65,99.04486084,1
65,99.08071136,1
65,100.9324799,1
65,101.0603409,0
65,101.9407654,1
65,102.0138245,1
65,102.9486237,0
65,105.0335617,0
65,105.0702744,0
65,105.9556503,0
65,106.9925385,0
65,107.0861664,0
65,107.9508743,1
65,109.0653763,0
65,109.1016846,0
65,111.0445328,1
65,111.1172714,0
65,112.1208344,0
65,112.9573517,0
65,113.059967,0
65,113.9642792,1
65,114.9485855,1
65,114.9718704,0
65,117.9355698,0
65,118.9431152,1
65,118.9532013,0
65,119.0606003,1
65,119.0859833,0
65,119.9506912,0
65,120.02388,1
65,121.1022415,0
65,123.0236893,0
65,123.0811462,1
65,123.1174393,0
65,125.0026169,0
65,125.0602798,0
65,125.9643021,1
65,126.9554977,0
65,128.9512329,1
65,129.0552826,1
65,129.953598,1
65,130.0083923,1
65,130.9430847,0
65,131.9504089,1
65,131.9745789,1
65,132.9590912,0
65,135.945694,0
65,136.9542999,0
65,137.0596924,1
65,137.0963287,1
65,137.9523468,1
65,137.9644928,0
65,138.9734039,0
65,139.0743256,1
65,141.0546112,0
65,141.091217,0
65,141.9359283,1
65,141.9590302,0
65,142.9680939,0
65,142.9784698,1
65,143.9748993,0
65,144.9681396,0
65,145.1003876,0
65,146.9617462,1
65,146.9823761,0
65,147.963974,1
65,148.0188751,0
65,150.9821777,0
65,153.9592743,1
65,154.9583435,0
65,155.0033569,0
65,155.0167236,1
65,155.0707703,0
65,155.107132,1
65,155.9751282,0
65,156.9833984,1
65,157.9660645,0
65,157.9840088,0
65,158.003418,0
65,158.9617462,1
65,158.9753418,1
65,158.9858551,1
65,159.0067596,0
65,159.946228,1
65,159.9682312,1
65,159.9923706,0
65,160.9469299,1
65,161.0143433,1
65,161.039505,0
65,165.0910492,0
65,167.1070404,1
65,168.9923859,1
65,171.9695435,0
65,172.9772644,0
65,173.1348724,0
65,174.9942169,1
65,175.9942169,1
65,176.9710083,0
65,176.9979095,0
65,177.0344238,0
65,177.9568481,1
65,178.9580688,0
65,178.9771576,0
65,179.0106049,0
65,179.0250549,1
65,179.048645,0
65,179.0860443,0
65,182.9034882,0
65,182.9624786,0
65,182.9907532,1
65,183.0077362,0
65,183.1016998,1
65,183.118988,1
65,183.1376343,0
65,183.1756287,1
65,185.116745,1
65,187.9653778,1
65,193.0040283,0
65,195.0454865,0
65,195.0807495,0
65,195.9672089,1
65,196.9885406,1
65,199.9983978,0
65,200.2013702,1
65,200.8104706,1
65,200.9729462,1
65,201.0325623,0
65,201.0531158,1
65,201.0727692,0
65,201.0922699,1
65,201.1103668,0
65,201.1278076,1
65,201.1644897,0
65,201.9737549,1
65,210.4070282,0
65,214.9517059,1
65,219.8875427,1
65,306.399353,0
65,319.7190552,1
66,53.03937531,0
66,55.05496597,1
66,55.93503952,1
66,57.07058334,1
66,69.07061768,0
66,70.07396698,0
66,71.04988861,1
66,71.08608246,0
66,72.93778992,1
66,77.03927612,0
66,79.05493927,0
66,81.03404236,1
66,81.07044983,0
66,83.04933929,0
66,84.96019745,1
66,85.06562042,1
66,87.04460907,1
66,89.06017303,1
66,89.14398956,1
66,89.94037628,0
66,90.94814301,1
66,95.04984283,0
66,95.08592224,0
66,96.05332184,1
66,97.00834656,0
66,97.06513214,0
66,99.04447174,1
66,101.0600967,0
66,104.9848251,0
66,105.0453568,1
66,106.9924011,0
66,109.1018448,0
66,111.1170731,0
66,112.1203842,0
66,113.9642029,0
66,118.9432907,1
66,123.024086,0
66,125.003067,0
66,128.950943,0
66,129.0547485,0
66,130.0083313,1
66,132.9799042,1
66,134.9954071,0
66,141.0008392,1
66,141.9593964,0
66,142.0039368,0
66,145.1014404,0
66,147.0233154,0
66,148.0187531,0
66,151.0180511,1
66,153.0058899,0
66,159.1165161,1
66,159.9697723,1
66,161.0128174,0
66,161.0382233,0
66,163.0019226,1
66,163.1472626,0
66,165.0340881,0
66,173.0382996,0
66,173.1317444,0
66,175.0545197,0
66,177.9563141,1
66,178.9864197,0
66,179.0493927,0
66,179.0865326,0
66,183.1018219,1
66,185.0808411,1
66,190.9912109,0
66,191.0126495,1
66,191.0507813,1
66,193.0676117,1
66,195.0091248,0
66,195.8739319,1
66,196.9325409,0
66,196.9959717,1
66,201.034317,0
66,201.0723267,1
66,201.1292725,0
66,201.953537,1
66,202.1147766,1
66,205.1596832,1
66,215.3896332,0
66,218.8682556,0
66,219.0477448,0
66,219.0836945,0
66,219.1011353,0
66,219.1375732,1
66,219.1749115,0
66,220.0516968,0
66,220.09198,0
66,220.1813965,0
66,237.092041,0
66,458.1513367,1
67,55.05500412,0
67,55.93515778,1
67,57.03429794,1
67,57.07067108,0
67,59.05001831,1
67,61.17155457,1
67,69.07054901,1
67,71.04968262,1
67,71.92992401,1
67,72.93790436,1
67,73.02902222,0
67,73.06561279,1
67,73.94571686,0
67,78.99793243,1
67,80.94573975,0
67,81.07043457,0
67,84.96034241,0
67,85.06529236,1
67,87.0446167,1
67,89.06021881,0
67,89.94059753,1
67,90.94833374,1
67,91.95595551,0
67,93.07015991,0
67,95.08575439,0
67,97.00815582,1
67,97.06515503,0
67,97.10193634,0
67,97.21124268,0
67,101.0604019,1
67,105.0702972,0
67,105.9353638,1
67,106.9924622,0
67,107.0862198,1
67,107.9508057,0
67,109.1015625,0
67,110.2487259,0
67,111.0807953,1
67,111.1171875,0
67,113.9641571,1
67,115.0759125,0
67,115.1117859,0
67,117.0909653,0
67,119.0858841,0
67,121.0080032,1
67,121.1018448,0
67,123.0234909,1
67,123.0807571,1
67,123.1172104,0
67,123.9459076,1
67,125.0028763,0
67,125.9618378,0
67,128.9507751,0
67,131.1071472,0
67,131.9507446,1
67,133.0078735,0
67,133.0651245,1
67,133.101532,0
67,135.0231476,1
